EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionStatus,AttritionProbability,RiskCategory,ReasonCodes
EMP-0346,23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,Stayed,0.10893747210950622,Low,Low work-life balance; Long distance from home; Income below workforce median
EMP-0347,41,0,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,Stayed,0.5897748420180895,Medium,Works overtime; Low job satisfaction; No stock options
EMP-0348,47,0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,Stayed,0.7631332231828513,High,Low environment satisfaction; Frequent business travel; No stock options; Income below workforce median
EMP-0349,42,0,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,Stayed,0.133254628712498,Low,Low environment satisfaction; Long distance from home; No stock options
EMP-0350,29,0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,Stayed,0.12147275552707029,Low,Low work-life balance; Income below workforce median
EMP-0351,42,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,Stayed,0.4669735398751546,Medium,Works overtime; Income below workforce median
EMP-0352,32,0,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,Stayed,0.1217531694981865,Low,Low job satisfaction; Income below workforce median
EMP-0353,48,0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,Stayed,0.5303105508028202,Medium,Low environment satisfaction; Low work-life balance; Long distance from home
EMP-0354,37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,Stayed,0.36302282378681516,Medium,Works overtime; Low job satisfaction; Long period since promotion
EMP-0355,30,0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,Stayed,0.8476081444301969,High,Works overtime; Long distance from home; Income below workforce median
EMP-0356,26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,Stayed,0.1588202693972817,Low,Long period since promotion
EMP-0357,42,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,Stayed,0.036354014296433985,Low,Low environment satisfaction; No stock options
EMP-0358,21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,Left,0.9889611749208499,High,Works overtime; Low job satisfaction; Low environment satisfaction; Frequent business travel
EMP-0359,36,0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,Stayed,0.08096778656550906,Low,No stock options
EMP-0360,36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,Stayed,0.4226141309236949,Medium,Low environment satisfaction; Frequent business travel
EMP-0361,57,0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,Stayed,0.024131037159634987,Low,No stock options
EMP-0362,40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,Stayed,0.20158355319813087,Low,Works overtime; Income below workforce median
EMP-0363,21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,Stayed,0.4784162379640352,Medium,Low environment satisfaction; Low work-life balance; No stock options; Income below workforce median
EMP-0364,33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,Left,0.9597992363272065,High,Works overtime; No stock options; Income below workforce median
EMP-0365,37,0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,Stayed,0.3282666385278298,Medium,Low job satisfaction; Income below workforce median
EMP-0366,46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,Stayed,0.0365411984759663,Low,No stock options
EMP-0367,41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,Left,0.6326153889571561,High,Low job satisfaction; Low environment satisfaction; Long period since promotion; Frequent business travel
EMP-0368,50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,Stayed,0.059999362852277034,Low,No stock options
EMP-0369,40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,Left,0.769761823559032,High,Works overtime; Long distance from home
EMP-0370,31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,Stayed,0.5714687645552298,Medium,Works overtime; Low job satisfaction; No stock options; Income below workforce median
EMP-0371,21,1,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,Left,0.8453187860210023,High,Low job satisfaction; No stock options; Income below workforce median
EMP-0372,29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,Stayed,0.20687542583422167,Low,Long distance from home; No stock options; Income below workforce median
EMP-0373,35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,Stayed,0.3106304998818376,Medium,Low job satisfaction; No stock options
EMP-0374,27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,Stayed,0.18009792130797148,Low,Low job satisfaction; Income below workforce median
EMP-0375,28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,Stayed,0.18552845331241097,Low,Low environment satisfaction; No stock options
EMP-0376,49,0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,Stayed,0.06430449019965637,Low,Low environment satisfaction; No stock options
EMP-0377,51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,Stayed,0.048737334407739266,Low,Low work-life balance
EMP-0378,36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,Stayed,0.09455394860090734,Low,Income below workforce median
EMP-0379,34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,Left,0.7760729678312652,High,Works overtime; Low environment satisfaction; Low work-life balance; Long distance from home
EMP-0380,55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,Stayed,0.0468985459139973,Low,Works overtime; No stock options
EMP-0381,24,0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,Stayed,0.4249142978348532,Medium,Works overtime; Income below workforce median
EMP-0382,30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,Stayed,0.8426135597223441,High,Low job satisfaction; Income below workforce median
EMP-0383,26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,Left,0.3321212060395789,Medium,Low job satisfaction; Frequent business travel; No stock options; Income below workforce median
EMP-0384,22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,Stayed,0.4965658201466279,Medium,Low job satisfaction; Low environment satisfaction; Income below workforce median
EMP-0385,36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,Stayed,0.6517537612929863,High,Low environment satisfaction; Long period since promotion
EMP-0386,30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,Left,0.9277650211198513,High,Works overtime; Frequent business travel; No stock options; Income below workforce median
EMP-0387,37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,Stayed,0.23606786093804571,Low,Low job satisfaction; Low work-life balance; Long period since promotion; Income below workforce median
EMP-0388,40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,Stayed,0.1779599515072219,Low,Low job satisfaction
EMP-0389,42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,Stayed,0.4031622780361248,Medium,Low job satisfaction; Low environment satisfaction; Income below workforce median
EMP-0390,37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,Stayed,0.35809307299653254,Medium,Works overtime; Low job satisfaction; Low work-life balance; No stock options
EMP-0391,43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,Stayed,0.03841295804762476,Low,Low job satisfaction; Low environment satisfaction
EMP-0392,40,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,Stayed,0.5043691470201473,Medium,Low environment satisfaction; Income below workforce median
EMP-0393,54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,Stayed,0.0699304652111358,Low,Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-0394,34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,Stayed,0.3044819292165475,Medium,No prominent rule-based indicators
EMP-0395,31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,Stayed,0.14627429210623755,Low,Low job satisfaction; Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-0396,43,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,Stayed,0.6848057724100707,High,Frequent business travel; Long distance from home; Income below workforce median
EMP-0397,43,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,Stayed,0.1540251761170292,Low,Works overtime; No stock options; Income below workforce median
EMP-0398,25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,Stayed,0.8163374675320947,High,Works overtime; Low environment satisfaction; No stock options; Income below workforce median
EMP-0399,37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,Stayed,0.4573002275365467,Medium,Works overtime; Low environment satisfaction; Long period since promotion; Long distance from home
EMP-0400,31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,Stayed,0.44375171050771334,Medium,Low job satisfaction; Income below workforce median
EMP-0401,39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,Stayed,0.24348044603138538,Low,Works overtime; Low environment satisfaction; Frequent business travel
EMP-0402,56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,Stayed,0.14854865474945578,Low,Low job satisfaction; Low work-life balance; Long period since promotion; Frequent business travel
EMP-0403,30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,Stayed,0.5300541270294838,Medium,Low environment satisfaction; Long period since promotion; No stock options
EMP-0404,41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,Stayed,0.15281759419639304,Low,Low job satisfaction; Low environment satisfaction
EMP-0405,28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,Stayed,0.3374695652685926,Medium,Low job satisfaction; Long distance from home; Income below workforce median
EMP-0406,25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,Left,0.6610377416941099,High,Low job satisfaction; Low environment satisfaction; Income below workforce median
EMP-0407,52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,Stayed,0.11870138832871274,Low,Works overtime; No stock options
EMP-0408,45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,Stayed,0.07901703918660256,Low,Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-0409,52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,Stayed,0.009411923557678292,Low,Low work-life balance; No stock options
EMP-0410,42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,Stayed,0.39753106427403045,Medium,Low environment satisfaction; Frequent business travel; Long distance from home; Income below workforce median
EMP-0411,30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,Stayed,0.16330718642295763,Low,No stock options
EMP-0412,60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,Stayed,0.5132433206554274,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long period since promotion
EMP-0413,46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,Stayed,0.01378195980097688,Low,Low work-life balance; Long distance from home; Income below workforce median
EMP-0414,42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,Stayed,0.026378300232587536,Low,Frequent business travel; Long distance from home; Income below workforce median
EMP-0415,24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,Left,0.9038743179357716,High,Works overtime; Low job satisfaction; Low environment satisfaction; No stock options
EMP-0416,34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,Left,0.722203746456593,High,Low work-life balance; Frequent business travel; Income below workforce median
EMP-0417,38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,Stayed,0.5817819934479395,Medium,Works overtime; Frequent business travel; Income below workforce median
EMP-0418,40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,Stayed,0.015560762917029777,Low,No stock options
EMP-0419,26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,Stayed,0.24637357337758514,Low,Low environment satisfaction; Low work-life balance; Long distance from home; Income below workforce median
EMP-0420,30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,Stayed,0.07324654661005624,Low,Low work-life balance; Income below workforce median
EMP-0421,29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,Stayed,0.04681027051943858,Low,Low environment satisfaction; No stock options
EMP-0422,29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,Left,0.7272043940841081,High,Low job satisfaction; Long distance from home; No stock options; Income below workforce median
EMP-0423,19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,Left,0.7690644220362262,High,Low environment satisfaction; No stock options; Income below workforce median
EMP-0424,30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,Stayed,0.1641017889786075,Low,Low job satisfaction; Long period since promotion; Long distance from home; No stock options
EMP-0425,57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,Stayed,0.3418506195446926,Medium,Low environment satisfaction; Low work-life balance; Long distance from home
EMP-0426,50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,Stayed,0.33852344916954763,Medium,Low environment satisfaction; Long period since promotion; Long distance from home
EMP-0427,30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,Stayed,0.07405119162968736,Low,Low work-life balance; Long period since promotion; No stock options; Income below workforce median
EMP-0428,60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,Stayed,0.4873009010960663,Medium,Low job satisfaction; Long period since promotion; Frequent business travel; Long distance from home
EMP-0429,47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,Stayed,0.019755730484602992,Low,Low environment satisfaction
EMP-0430,46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,Stayed,0.07243683193123364,Low,Low environment satisfaction; Low work-life balance; No stock options
EMP-0431,35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,Stayed,0.618363530381598,High,Long period since promotion; Long distance from home; No stock options; Income below workforce median
EMP-0432,54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,Stayed,0.47591773518704156,Medium,No stock options; Income below workforce median
EMP-0433,34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,Stayed,0.0453097696108476,Low,Long period since promotion; Income below workforce median
EMP-0434,46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,Stayed,0.341107604600434,Medium,Works overtime
EMP-0435,31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,Stayed,0.009887951237171996,Low,Low job satisfaction
EMP-0436,33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,Left,0.5954406387186398,Medium,Works overtime; Low environment satisfaction; Long period since promotion; Long distance from home
EMP-0437,33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,Left,0.6434682132822473,High,Low environment satisfaction; Income below workforce median
EMP-0438,30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,Stayed,0.61667529212321,High,Low job satisfaction; No stock options; Income below workforce median
EMP-0439,35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Stayed,0.47547546256701145,Medium,Works overtime; Long distance from home; No stock options
EMP-0440,31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,Left,0.7256542070270661,High,Low environment satisfaction; Frequent business travel; Long distance from home; No stock options
EMP-0441,34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,Left,0.9672658136415264,High,Works overtime; Low job satisfaction; Low environment satisfaction; Frequent business travel
EMP-0442,42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,Stayed,0.14762792866803004,Low,Low environment satisfaction; Frequent business travel; Income below workforce median
EMP-0443,36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,Stayed,0.3043644976724351,Medium,Low environment satisfaction; Low work-life balance; Long period since promotion; No stock options
EMP-0444,22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,Left,0.8053843290918835,High,Frequent business travel; No stock options; Income below workforce median
EMP-0445,48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,Stayed,0.23680741764377172,Low,Low environment satisfaction; Long period since promotion; Income below workforce median
EMP-0446,55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,Stayed,0.08928130070565156,Low,Low job satisfaction; Low environment satisfaction; Long period since promotion; Long distance from home
EMP-0447,41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,Stayed,0.039193804572080285,Low,No stock options
EMP-0448,35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,Stayed,0.5682282567112755,Medium,Low environment satisfaction; Long period since promotion; No stock options; Income below workforce median
EMP-0449,40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,Stayed,0.20037345129326872,Low,Low environment satisfaction; Long period since promotion; No stock options
